;Unnamed: 0;Tweets;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
28;28;"Hasil keseruan LaLiga pada Minggu malam 🌛
.
⚽ Real Madrid 1-1 Osasuna
Rentetan kemenangan Los Blancos terhenti 🛑

⚽… https://t.co/yihTiAddsb";hasil keseruan laliga pada minggu malam real madrid     osasuna rentetan kemenangan los blancos terhenti coyihtiaddsb;['hasil', 'keseruan', 'laliga', 'pada', 'minggu', 'malam', 'real', 'madrid', 'osasuna', 'rentetan', 'kemenangan', 'los', 'blancos', 'terhenti', 'coyihtiaddsb'];['hasil', 'keseruan', 'laliga', 'pada', 'minggu', 'malam', 'real', 'madrid', 'osasuna', 'rentetan', 'kemenangan', 'los', 'blancos', 'terhenti', 'coyihtiaddsb'];hasil keseruan laliga pada minggu malam real madrid osasuna rentetan kemenangan los blancos terhenti coyihtiaddsb;hasil keseruan laliga pada minggu malam real madrid osasuna rentetan kemenangan los blancos terhenti coyihtiaddsb;hasil seru laliga minggu malam real madrid osasuna rentet menang los blancos henti coyihtiaddsb
29;29;"Di pekan ke-8 @SerieA_ID 💎 
@Atalanta_BC kembali memetik kemenangan setelah kalahkan Fiorentina 1-0, melalui gol tu… https://t.co/mtbrr5SKjJ";di pekan ke   seriea_id atalanta_bc kembali memetik kemenangan setelah kalahkan fiorentina     melalui gol tu comtbrrskjj;['di', 'pekan', 'ke', 'seriea_id', 'atalanta_bc', 'kembali', 'memetik', 'kemenangan', 'setelah', 'kalahkan', 'fiorentina', 'melalui', 'gol', 'tu', 'comtbrrskjj'];['di', 'pekan', 'ke', 'seriea_id', 'atalanta_bc', 'kembali', 'memetik', 'kemenangan', 'setelah', 'kalahkan', 'fiorentina', 'melalui', 'gol', 'tu', 'comtbrrskjj'];di pekan ke seriea_id atalanta_bc kembali memetik kemenangan setelah kalahkan fiorentina melalui gol tu comtbrrskjj;di pekan ke seriea_id atalanta_bc kembali memetik kemenangan setelah kalahkan fiorentina melalui gol tu comtbrrskjj;pekan seriea id atalanta bc petik menang kalah fiorentina lalu gol tu comtbrrskjj
30;30;Juventus akhirnya kembali ke jalur kemenangan! Rentetan hasil buruk Bianconeri berakhir setelah jeda internasional.… https://t.co/oumfRgGgOq;juventus akhirnya kembali ke jalur kemenangan rentetan hasil buruk bianconeri berakhir setelah jeda internasional cooumfrgggoq;['juventus', 'akhirnya', 'kembali', 'ke', 'jalur', 'kemenangan', 'rentetan', 'hasil', 'buruk', 'bianconeri', 'berakhir', 'setelah', 'jeda', 'internasional', 'cooumfrgggoq'];['juventus', 'akhirnya', 'kembali', 'ke', 'jalur', 'kemenangan', 'rentetan', 'hasil', 'buruk', 'bianconeri', 'berakhir', 'setelah', 'jeda', 'internasional', 'cooumfrgggoq'];juventus akhirnya kembali ke jalur kemenangan rentetan hasil buruk bianconeri berakhir setelah jeda internasional cooumfrgggoq;juventus akhirnya kembali ke jalur kemenangan rentetan hasil buruk bianconeri berakhir setelah jeda internasional cooumfrgggoq;juventus akhir ke jalur menang rentet hasil buruk bianconeri akhir jeda internasional cooumfrgggoq
31;31;Real Madrid kehilangan puncak klasemen ke tangan Barca! Vini Jr sempat bawa El Real unggul duluan namun Osasuna mem… https://t.co/fd6ZVanVj0;real madrid kehilangan puncak klasemen ke tangan barca vini jr sempat bawa el real unggul duluan namun osasuna mem cofdzvanvj;['real', 'madrid', 'kehilangan', 'puncak', 'klasemen', 'ke', 'tangan', 'barca', 'vini', 'jr', 'sempat', 'bawa', 'el', 'real', 'unggul', 'duluan', 'namun', 'osasuna', 'mem', 'cofdzvanvj'];['real', 'madrid', 'kehilangan', 'puncak', 'klasemen', 'ke', 'tangan', 'barca', 'vini', 'jr', 'sempat', 'bawa', 'el', 'real', 'unggul', 'duluan', 'namun', 'osasuna', 'mem', 'cofdzvanvj'];real madrid kehilangan puncak klasemen ke tangan barca vini jr sempat bawa el real unggul duluan namun osasuna mem cofdzvanvj;real madrid kehilangan puncak klasemen ke tangan barca vini jr sempat bawa el real unggul duluan namun osasuna mem cofdzvanvj;real madrid hilang puncak klasemen tangan barca vini jr sempat bawa el real unggul duluan osasuna mem cofdzvanvj
32;32;"Juve kembali ke jalur KEMENANGAN sementara Madrid KEHILANGAN puncak klasemen ! ⚡

Duet Arek Milik x Vlahovic tampil… https://t.co/la43h5vl0H";juve kembali ke jalur kemenangan sementara madrid kehilangan puncak klasemen duet arek milik vlahovic tampil colahvlh;['juve', 'kembali', 'ke', 'jalur', 'kemenangan', 'sementara', 'madrid', 'kehilangan', 'puncak', 'klasemen', 'duet', 'arek', 'milik', 'vlahovic', 'tampil', 'colahvlh'];['juve', 'kembali', 'ke', 'jalur', 'kemenangan', 'sementara', 'madrid', 'kehilangan', 'puncak', 'klasemen', 'duet', 'arek', 'milik', 'vlahovic', 'tampil', 'colahvlh'];juve kembali ke jalur kemenangan sementara madrid kehilangan puncak klasemen duet arek milik vlahovic tampil colahvlh;juve kembali ke jalur kemenangan sementara madrid kehilangan puncak klasemen duet arek milik vlahovic tampil colahvlh;juve ke jalur menang madrid hilang puncak klasemen duet arek milik vlahovic tampil colahvlh
33;33;"Mari ikut mendoakan untuk mereka yang berpulang dalam tragedi Stadion Kanjuruhan kemarin malam.

Jangan lagi ada ke… https://t.co/GRAZ953pG3";mari ikut mendoakan untuk mereka yang berpulang dalam tragedi stadion kanjuruhan kemarin malam jangan lagi ada ke cograzpg;['mari', 'ikut', 'mendoakan', 'untuk', 'mereka', 'yang', 'berpulang', 'dalam', 'tragedi', 'stadion', 'kanjuruhan', 'kemarin', 'malam', 'jangan', 'lagi', 'ada', 'ke', 'cograzpg'];['mari', 'ikut', 'mendoakan', 'untuk', 'mereka', 'yang', 'berpulang', 'dalam', 'tragedi', 'stadion', 'kanjuruhan', 'kemarin', 'malam', 'jangan', 'lagi', 'ada', 'ke', 'cograzpg'];mari ikut mendoakan untuk mereka yang berpulang dalam tragedi stadion kanjuruhan kemarin malam jangan lagi ada ke cograzpg;mari ikut mendoakan untuk mereka yang berpulang dalam tragedi stadion kanjuruhan kemarin malam jangan lagi ada ke cograzpg;ikut doa mereka pulang tragedi stadion kanjuruhan kemarin malam jangan ada cograzpg
34;34;Lazio menang telak 4-0 atas Spezia, berkat gol ⚽ dari Mattia Zaccagni, Romagnoli dan brace fantastis Milinkovic-Sav… https://t.co/SoBw2kKIbX;lazio menang telak     atas spezia berkat gol dari mattia zaccagni romagnoli dan brace fantastis milinkovic sav cosobwkkibx;['lazio', 'menang', 'telak', 'atas', 'spezia', 'berkat', 'gol', 'dari', 'mattia', 'zaccagni', 'romagnoli', 'dan', 'brace', 'fantastis', 'milinkovic', 'sav', 'cosobwkkibx'];['lazio', 'menang', 'telak', 'atas', 'spezia', 'berkat', 'gol', 'dari', 'mattia', 'zaccagni', 'romagnoli', 'dan', 'brace', 'fantastis', 'milinkovic', 'sav', 'cosobwkkibx'];lazio menang telak atas spezia berkat gol dari mattia zaccagni romagnoli dan brace fantastis milinkovic sav cosobwkkibx;lazio menang telak atas spezia berkat gol dari mattia zaccagni romagnoli dan brace fantastis milinkovic sav cosobwkkibx;lazio menang telak atas spezia berkat gol mattia zaccagni romagnoli brace fantastis milinkovic sav cosobwkkibx
35;35;Jonathan Clauss, Luis Suarez dan Gerson sukses menyumbangkan satu gol untuk membawa Marseille berpesta di kandang A… https://t.co/qzGHtER9XD;jonathan clauss luis suarez dan gerson sukses menyumbangkan satu gol untuk membawa marseille berpesta di kandang coqzghter;['jonathan', 'clauss', 'luis', 'suarez', 'dan', 'gerson', 'sukses', 'menyumbangkan', 'satu', 'gol', 'untuk', 'membawa', 'marseille', 'berpesta', 'di', 'kandang', 'coqzghter'];['jonathan', 'clauss', 'luis', 'suarez', 'dan', 'gerson', 'sukses', 'menyumbangkan', 'satu', 'gol', 'untuk', 'membawa', 'marseille', 'berpesta', 'di', 'kandang', 'coqzghter'];jonathan clauss luis suarez dan gerson sukses menyumbangkan satu gol untuk membawa marseille berpesta di kandang coqzghter;jonathan clauss luis suarez dan gerson sukses menyumbangkan satu gol untuk membawa marseille berpesta di kandang coqzghter;jonathan clauss luis suarez gerson sukses sumbang satu gol bawa marseille pesta kandang coqzghter
36;36;LaLiga akan melakukan mengheningkan cipta di setiap laga yang bergulir malam ini sebagai bentuk turut berduka cipta… https://t.co/UMgXP4fe0J;laliga akan melakukan mengheningkan cipta di setiap laga yang bergulir malam ini sebagai bentuk turut berduka cipta coumg;['laliga', 'akan', 'melakukan', 'mengheningkan', 'cipta', 'di', 'setiap', 'laga', 'yang', 'bergulir', 'malam', 'ini', 'sebagai', 'bentuk', 'turut', 'berduka', 'cipta', 'coumg'];['laliga', 'akan', 'melakukan', 'mengheningkan', 'cipta', 'di', 'setiap', 'laga', 'yang', 'bergulir', 'malam', 'ini', 'sebagai', 'bentuk', 'turut', 'berduka', 'cipta', 'coumg'];laliga akan melakukan mengheningkan cipta di setiap laga yang bergulir malam ini sebagai bentuk turut berduka cipta coumg;laliga akan melakukan mengheningkan cipta di setiap laga yang bergulir malam ini sebagai bentuk turut berduka cipta coumg;laliga laku hening cipta tiap laga gulir malam bagai bentuk turut duka cipta coumg
37;37;"Sejarah! Malam ini Maria Sole Ferrieri Caputi akan menjadi wasit wanita pertama di Serie A

Dirinya akan menjadi pe… https://t.co/3nD4oiXiwc";sejarah malam ini maria sole ferrieri caputi akan menjadi wasit wanita pertama di serie dirinya akan menjadi pe condoi;['sejarah', 'malam', 'ini', 'maria', 'sole', 'ferrieri', 'caputi', 'akan', 'menjadi', 'wasit', 'wanita', 'pertama', 'di', 'serie', 'dirinya', 'akan', 'menjadi', 'pe', 'condoi'];['sejarah', 'malam', 'ini', 'maria', 'sole', 'ferrieri', 'caputi', 'akan', 'menjadi', 'wasit', 'wanita', 'pertama', 'di', 'serie', 'dirinya', 'akan', 'menjadi', 'pe', 'condoi'];sejarah malam ini maria sole ferrieri caputi akan menjadi wasit wanita pertama di serie dirinya akan menjadi pe condoi;sejarah malam ini maria sole ferrieri caputi akan menjadi wasit wanita pertama di serie dirinya akan menjadi pe condoi;sejarah malam maria sole ferrieri caputi jadi wasit wanita pertama serie diri jadi pe condoi
38;38;Dua gol Sergio Lion dan satu tambahan dari Oscar Plano sukses mengantar Real Valladolid raih kemenangan tandang 3-2… https://t.co/wiyIIVH6N6;dua gol sergio lion dan satu tambahan dari oscar plano sukses mengantar real valladolid raih kemenangan tandang     cowiyiivhn;['dua', 'gol', 'sergio', 'lion', 'dan', 'satu', 'tambahan', 'dari', 'oscar', 'plano', 'sukses', 'mengantar', 'real', 'valladolid', 'raih', 'kemenangan', 'tandang', 'cowiyiivhn'];['dua', 'gol', 'sergio', 'lion', 'dan', 'satu', 'tambahan', 'dari', 'oscar', 'plano', 'sukses', 'mengantar', 'real', 'valladolid', 'raih', 'kemenangan', 'tandang', 'cowiyiivhn'];dua gol sergio lion dan satu tambahan dari oscar plano sukses mengantar real valladolid raih kemenangan tandang cowiyiivhn;dua gol sergio lion dan satu tambahan dari oscar plano sukses mengantar real valladolid raih kemenangan tandang cowiyiivhn;gol sergio lion satu tambah oscar plano sukses antar real valladolid raih menang tandang cowiyiivhn
39;39;Cadiz bermain imbang tanpa gol melawan tamunya Villarreal. Raihan satu poin ini pun membuat Cadiz masih kesulitan b… https://t.co/W0eyXtJjBf;cadiz bermain imbang tanpa gol melawan tamunya villarreal raihan satu poin ini pun membuat cadiz masih kesulitan cowey;['cadiz', 'bermain', 'imbang', 'tanpa', 'gol', 'melawan', 'tamunya', 'villarreal', 'raihan', 'satu', 'poin', 'ini', 'pun', 'membuat', 'cadiz', 'masih', 'kesulitan', 'cowey'];['cadiz', 'bermain', 'imbang', 'tanpa', 'gol', 'melawan', 'tamunya', 'villarreal', 'raihan', 'satu', 'poin', 'ini', 'pun', 'membuat', 'cadiz', 'masih', 'kesulitan', 'cowey'];cadiz bermain imbang tanpa gol melawan tamunya villarreal raihan satu poin ini pun membuat cadiz masih kesulitan cowey;cadiz bermain imbang tanpa gol melawan tamunya villarreal raihan satu poin ini pun membuat cadiz masih kesulitan cowey;cadiz main imbang gol lawan tamu villarreal raih satu poin pun buat cadiz sulit cowey
40;40;Turut berduka cita atas peristiwa yang terjadi di Stadion Kanjuruhan 🥀 Mari panjatkan doa terhadap korban dan kelua… https://t.co/OjNbX1tgr6;turut berduka cita atas peristiwa yang terjadi di stadion kanjuruhan mari panjatkan doa terhadap korban dan kelua coojnb;['turut', 'berduka', 'cita', 'atas', 'peristiwa', 'yang', 'terjadi', 'di', 'stadion', 'kanjuruhan', 'mari', 'panjatkan', 'doa', 'terhadap', 'korban', 'dan', 'kelua', 'coojnb'];['turut', 'berduka', 'cita', 'atas', 'peristiwa', 'yang', 'terjadi', 'di', 'stadion', 'kanjuruhan', 'mari', 'panjatkan', 'doa', 'terhadap', 'korban', 'dan', 'kelua', 'coojnb'];turut berduka cita atas peristiwa yang terjadi di stadion kanjuruhan mari panjatkan doa terhadap korban dan kelua coojnb;turut berduka cita atas peristiwa yang terjadi di stadion kanjuruhan mari panjatkan doa terhadap korban dan kelua coojnb;turut duka cita atas peristiwa jadi stadion kanjuruhan panjat doa korban kelua coojnb
41;41;Dramatis 💥 New York Red Bulls hampir pastikan kemenangan, tetapi Columbus Crew membalikkan kedudukan pada menit-men… https://t.co/JoK4NeImgT;dramatis new york red bulls hampir pastikan kemenangan tetapi columbus crew membalikkan kedudukan pada menit men cojokneimgt;['dramatis', 'new', 'york', 'red', 'bulls', 'hampir', 'pastikan', 'kemenangan', 'tetapi', 'columbus', 'crew', 'membalikkan', 'kedudukan', 'pada', 'menit', 'men', 'cojokneimgt'];['dramatis', 'new', 'york', 'red', 'bulls', 'hampir', 'pastikan', 'kemenangan', 'tetapi', 'columbus', 'crew', 'membalikkan', 'kedudukan', 'pada', 'menit', 'men', 'cojokneimgt'];dramatis new york red bulls hampir pastikan kemenangan tetapi columbus crew membalikkan kedudukan pada menit men cojokneimgt;dramatis new york red bulls hampir pastikan kemenangan tetapi columbus crew membalikkan kedudukan pada menit men cojokneimgt;dramatis new york red bulls hampir pasti menang columbus crew balik duduk menit men cojokneimgt
42;42;Kalah 1-2 dari Roma, Simone Inzaghi mengatakan bahwa ini permainan terbaik Inter Milan sejauh musim ini 🤔… https://t.co/8DeqyDtDKR;kalah     dari roma simone inzaghi mengatakan bahwa ini permainan terbaik inter milan sejauh musim ini codeqydtdkr;['kalah', 'dari', 'roma', 'simone', 'inzaghi', 'mengatakan', 'bahwa', 'ini', 'permainan', 'terbaik', 'inter', 'milan', 'sejauh', 'musim', 'ini', 'codeqydtdkr'];['kalah', 'dari', 'roma', 'simone', 'inzaghi', 'mengatakan', 'bahwa', 'ini', 'permainan', 'terbaik', 'inter', 'milan', 'sejauh', 'musim', 'ini', 'codeqydtdkr'];kalah dari roma simone inzaghi mengatakan bahwa ini permainan terbaik inter milan sejauh musim ini codeqydtdkr;kalah dari roma simone inzaghi mengatakan bahwa ini permainan terbaik inter milan sejauh musim ini codeqydtdkr;kalah roma simone inzaghi kata main baik inter mil jauh musim ini codeqydtdkr
43;43;Tendangan bebas cantik Lionel Messi dan sambaran Kylian Mbappe bawa PSG menang 2-1 atas Nice 🔥Kemenangan ke-7 bertu… https://t.co/cfwQBuDeh3;tendangan bebas cantik lionel messi dan sambaran kylian mbappe bawa psg menang     atas nice kemenangan ke   bertu cocfwqbudeh;['tendangan', 'bebas', 'cantik', 'lionel', 'messi', 'dan', 'sambaran', 'kylian', 'mbappe', 'bawa', 'psg', 'menang', 'atas', 'nice', 'kemenangan', 'ke', 'bertu', 'cocfwqbudeh'];['tendangan', 'bebas', 'cantik', 'lionel', 'messi', 'dan', 'sambaran', 'kylian', 'mbappe', 'bawa', 'psg', 'menang', 'atas', 'nice', 'kemenangan', 'ke', 'bertu', 'cocfwqbudeh'];tendangan bebas cantik lionel messi dan sambaran kylian mbappe bawa psg menang atas nice kemenangan ke bertu cocfwqbudeh;tendangan bebas cantik lionel messi dan sambaran kylian mbappe bawa psg menang atas nice kemenangan ke bertu cocfwqbudeh;tendang bebas cantik lionel messi sambar kylian mbappe bawa psg menang atas nice menang bertu cocfwqbudeh
44;44;"Aksi-aksi sengit tersaji di Ligue 1 ⚔️
.
⚽ PSG 2-1 Nice
Messi &amp; Mbappe perpanjang sengsara Nice ❌

⚽ Angers 0-3 Mar… https://t.co/sL3oJ9XY8b";aksi aksi sengit tersaji di ligue   psg     nice messi amp mbappe perpanjang sengsara nice angers   <date> cosloj;['aksi', 'aksi', 'sengit', 'tersaji', 'di', 'ligue', 'psg', 'nice', 'messi', 'amp', 'mbappe', 'perpanjang', 'sengsara', 'nice', 'angers', '<', 'date', '>', 'cosloj'];['aksi', 'aksi', 'sengit', 'tersaji', 'di', 'ligue', 'psg', 'nice', 'messi', 'amp', 'mbappe', 'perpanjang', 'sengsara', 'nice', 'angers', '<', 'date', '>', 'cosloj'];aksi aksi sengit tersaji di ligue psg nice messi amp mbappe perpanjang sengsara nice angers < date > cosloj;aksi aksi sengit tersaji di ligue psg nice messi amp mbappe perpanjang sengsara nice angers < date > cosloj;aksi aksi sengit saji ligue psg nice messi amp mbappe panjang sengsara nice angers date cosloj
45;45;"⚽ Athletic Bilbao 4-0 Almeria
Pasukan Valverde makin impresif 🔥

⚽ Cadiz 0-0 Villarreal
The Yellow Submarine tertah… https://t.co/orpLpo75ua";athletic bilbao     almeria pasukan valverde makin impresif cadiz     villarreal the yellow submarine tertah coorplpoua;['athletic', 'bilbao', 'almeria', 'pasukan', 'valverde', 'makin', 'impresif', 'cadiz', 'villarreal', 'the', 'yellow', 'submarine', 'tertah', 'coorplpoua'];['athletic', 'bilbao', 'almeria', 'pasukan', 'valverde', 'makin', 'impresif', 'cadiz', 'villarreal', 'the', 'yellow', 'submarine', 'tertah', 'coorplpoua'];athletic bilbao almeria pasukan valverde makin impresif cadiz villarreal the yellow submarine tertah coorplpoua;athletic bilbao almeria pasukan valverde makin impresif cadiz villarreal the yellow submarine tertah coorplpoua;athletic bilbao almeria pasu valverde makin impresif cadiz villarreal the yellow submarine ter coorplpoua
46;46;"LaLiga hadirkan aksi super-seru hingga pagi ini 💪
.
⚽ Mallorca 0-1 Barcelona
Lewandowski lagi-lagi jadi pembeda bag… https://t.co/1F0DdZ8LKh";laliga hadirkan aksi super seru hingga pagi ini mallorca     barcelona lewandowski lagi lagi jadi pembeda bag cofddzlkh;['laliga', 'hadirkan', 'aksi', 'super', 'seru', 'hingga', 'pagi', 'ini', 'mallorca', 'barcelona', 'lewandowski', 'lagi', 'lagi', 'jadi', 'pembeda', 'bag', 'cofddzlkh'];['laliga', 'hadirkan', 'aksi', 'super', 'seru', 'hingga', 'pagi', 'ini', 'mallorca', 'barcelona', 'lewandowski', 'lagi', 'lagi', 'jadi', 'pembeda', 'bag', 'cofddzlkh'];laliga hadirkan aksi super seru hingga pagi ini mallorca barcelona lewandowski lagi lagi jadi pembeda bag cofddzlkh;laliga hadirkan aksi super seru hingga pagi ini mallorca barcelona lewandowski lagi lagi jadi pembeda bag cofddzlkh;laliga hadir aksi super seru hingga pagi mallorca barcelona lewandowski lagi jadi beda bag cofddzlkh
47;47;"Para raksasa Serie A bergejolak ⚔️
.
⚽ Inter Milan 1-2 Roma
Mourinho beri pukulan keras ke sang mantan 👊

⚽ Napoli… https://t.co/IA1KnddM2D";para raksasa serie bergejolak inter milan     roma mourinho beri pukulan keras ke sang mantan napoli coiaknddmd;['para', 'raksasa', 'serie', 'bergejolak', 'inter', 'milan', 'roma', 'mourinho', 'beri', 'pukulan', 'keras', 'ke', 'sang', 'mantan', 'napoli', 'coiaknddmd'];['para', 'raksasa', 'serie', 'bergejolak', 'inter', 'milan', 'roma', 'mourinho', 'beri', 'pukulan', 'keras', 'ke', 'sang', 'mantan', 'napoli', 'coiaknddmd'];para raksasa serie bergejolak inter milan roma mourinho beri pukulan keras ke sang mantan napoli coiaknddmd;para raksasa serie bergejolak inter milan roma mourinho beri pukulan keras ke sang mantan napoli coiaknddmd;raksasa serie gejolak inter mil roma mourinho beri pukul keras sang mantan napoli coiaknddmd
