,Tweets,step01,tokens,final_tokens,step02
102,"Real Madrid mulai ikhlas kehilangan Asensio, tapi sebagai gantinya, Los Blancos dikabarkan berminat mendatangkan ke… https://t.co/yqTGuTSOSF",real madrid mulai ikhlas kehilangan asensio tapi sebagai gantinya los blancos dikabarkan berminat mendatangkan ke coyqtgutsosf,"['real', 'madrid', 'mulai', 'ikhlas', 'kehilangan', 'asensio', 'tapi', 'sebagai', 'gantinya', 'los', 'blancos', 'dikabarkan', 'berminat', 'mendatangkan', 'ke', 'coyqtgutsosf']","['real', 'madrid', 'mulai', 'ikhlas', 'kehilangan', 'asensio', 'tapi', 'sebagai', 'gantinya', 'los', 'blancos', 'dikabarkan', 'berminat', 'mendatangkan', 'ke', 'coyqtgutsosf']",real madrid mulai ikhlas kehilangan asensio tapi sebagai gantinya los blancos dikabarkan berminat mendatangkan ke coyqtgutsosf
103,"Kemarin sempat ada gosip Vlahovic yang dikaitin sama Arsenal lagi, bahkan sampai ada rencana buat duet bareng GABRI… https://t.co/6N64Y8CTIh",kemarin sempat ada gosip vlahovic yang dikaitin sama arsenal lagi bahkan sampai ada rencana buat duet bareng gabri conyctih,"['kemarin', 'sempat', 'ada', 'gosip', 'vlahovic', 'yang', 'dikaitin', 'sama', 'arsenal', 'lagi', 'bahkan', 'sampai', 'ada', 'rencana', 'buat', 'duet', 'bareng', 'gabri', 'conyctih']","['kemarin', 'sempat', 'ada', 'gosip', 'vlahovic', 'yang', 'dikaitin', 'sama', 'arsenal', 'lagi', 'bahkan', 'sampai', 'ada', 'rencana', 'buat', 'duet', 'bareng', 'gabri', 'conyctih']",kemarin sempat ada gosip vlahovic yang dikaitin sama arsenal lagi bahkan sampai ada rencana buat duet bareng gabri conyctih
104,@agung_bucex Waduh lawas nih om #sungkem 🙏,agung_bucex waduh lawas nih om,"['agung_bucex', 'waduh', 'lawas', 'nih', 'om']","['agung_bucex', 'waduh', 'lawas', 'nih', 'om']",agung_bucex waduh lawas nih om
105,Sefruit kenangan buruk yg syulit dilupakan https://t.co/9kO1TjXE5o,sefruit kenangan buruk yg syulit dilupakan cokotj,"['sefruit', 'kenangan', 'buruk', 'yg', 'syulit', 'dilupakan', 'cokotj']","['sefruit', 'kenangan', 'buruk', 'yg', 'syulit', 'dilupakan', 'cokotj']",sefruit kenangan buruk yg syulit dilupakan cokotj
106,"Jeda internasional berakhir, liga-liga favorit kamu pun siap digelar kembali akhir pekan ini! Di Prancis, PSG masih… https://t.co/EJy8KWV2AF",jeda internasional berakhir liga liga favorit kamu pun siap digelar kembali akhir pekan ini di prancis psg masih coejykwvaf,"['jeda', 'internasional', 'berakhir', 'liga', 'liga', 'favorit', 'kamu', 'pun', 'siap', 'digelar', 'kembali', 'akhir', 'pekan', 'ini', 'di', 'prancis', 'psg', 'masih', 'coejykwvaf']","['jeda', 'internasional', 'berakhir', 'liga', 'liga', 'favorit', 'kamu', 'pun', 'siap', 'digelar', 'kembali', 'akhir', 'pekan', 'ini', 'di', 'prancis', 'psg', 'masih', 'coejykwvaf']",jeda internasional berakhir liga liga favorit kamu pun siap digelar kembali akhir pekan ini di prancis psg masih coejykwvaf
107,"Tiap fans bola pasti ada 1 moment buruk yang pengen banget kamu lupain. Kalau kamu ditanya, kira-kira apa 1 moment… https://t.co/HCQ4MbjVfI",tiap fans bola pasti ada   moment buruk yang pengen banget kamu lupain kalau kamu ditanya kira kira apa   moment cohcqmbjvfi,"['tiap', 'fans', 'bola', 'pasti', 'ada', 'moment', 'buruk', 'yang', 'pengen', 'banget', 'kamu', 'lupain', 'kalau', 'kamu', 'ditanya', 'kira', 'kira', 'apa', 'moment', 'cohcqmbjvfi']","['tiap', 'fans', 'bola', 'pasti', 'ada', 'moment', 'buruk', 'yang', 'pengen', 'banget', 'kamu', 'lupain', 'kalau', 'kamu', 'ditanya', 'kira', 'kira', 'apa', 'moment', 'cohcqmbjvfi']",tiap fans bola pasti ada moment buruk yang pengen banget kamu lupain kalau kamu ditanya kira kira apa moment cohcqmbjvfi
108,Kulusevski akhirnya buka-bukaan akan yang Ia rasakan setelah pindah dari Juve ke Spurs. Bintang Swedia tersebut bah… https://t.co/39GlWFUS9d,kulusevski akhirnya buka bukaan akan yang ia rasakan setelah pindah dari juve ke spurs bintang swedia tersebut bah coglwfusd,"['kulusevski', 'akhirnya', 'buka', 'bukaan', 'akan', 'yang', 'ia', 'rasakan', 'setelah', 'pindah', 'dari', 'juve', 'ke', 'spurs', 'bintang', 'swedia', 'tersebut', 'bah', 'coglwfusd']","['kulusevski', 'akhirnya', 'buka', 'bukaan', 'akan', 'yang', 'ia', 'rasakan', 'setelah', 'pindah', 'dari', 'juve', 'ke', 'spurs', 'bintang', 'swedia', 'tersebut', 'bah', 'coglwfusd']",kulusevski akhirnya buka bukaan akan yang ia rasakan setelah pindah dari juve ke spurs bintang swedia tersebut bah coglwfusd
109,"Ga masuk starting 11 United, Southgate justru berani tampilkan Maguire lawan Jerman sebagai starter dini hari tadi.… https://t.co/MRlSqzHOhT",ga masuk starting   united southgate justru berani tampilkan maguire lawan jerman sebagai starter dini hari tadi comrlsqzhoht,"['ga', 'masuk', 'starting', 'united', 'southgate', 'justru', 'berani', 'tampilkan', 'maguire', 'lawan', 'jerman', 'sebagai', 'starter', 'dini', 'hari', 'tadi', 'comrlsqzhoht']","['ga', 'masuk', 'starting', 'united', 'southgate', 'justru', 'berani', 'tampilkan', 'maguire', 'lawan', 'jerman', 'sebagai', 'starter', 'dini', 'hari', 'tadi', 'comrlsqzhoht']",ga masuk starting united southgate justru berani tampilkan maguire lawan jerman sebagai starter dini hari tadi comrlsqzhoht
110,Koleksi gol-gol TERKEREN di pekan 8 Ligue 1 sebelum jeda internasional kemarin! Yang paling keren menurut kamu? 🔥… https://t.co/VWt4hQda2O,koleksi gol gol terkeren di pekan   ligue   sebelum jeda internasional kemarin yang paling keren menurut kamu covwthqdao,"['koleksi', 'gol', 'gol', 'terkeren', 'di', 'pekan', 'ligue', 'sebelum', 'jeda', 'internasional', 'kemarin', 'yang', 'paling', 'keren', 'menurut', 'kamu', 'covwthqdao']","['koleksi', 'gol', 'gol', 'terkeren', 'di', 'pekan', 'ligue', 'sebelum', 'jeda', 'internasional', 'kemarin', 'yang', 'paling', 'keren', 'menurut', 'kamu', 'covwthqdao']",koleksi gol gol terkeren di pekan ligue sebelum jeda internasional kemarin yang paling keren menurut kamu covwthqdao
111,Gol dari Ikone dan Nico Gonzalez ke gawang Hellas Verona akhiri delapan laga tanpa kemenangan Fiorentina ✔️ Mampuka… https://t.co/hrAieoOKTf,gol dari ikone dan nico gonzalez ke gawang hellas verona akhiri delapan laga tanpa kemenangan fiorentina mampuka cohraieooktf,"['gol', 'dari', 'ikone', 'dan', 'nico', 'gonzalez', 'ke', 'gawang', 'hellas', 'verona', 'akhiri', 'delapan', 'laga', 'tanpa', 'kemenangan', 'fiorentina', 'mampuka', 'cohraieooktf']","['gol', 'dari', 'ikone', 'dan', 'nico', 'gonzalez', 'ke', 'gawang', 'hellas', 'verona', 'akhiri', 'delapan', 'laga', 'tanpa', 'kemenangan', 'fiorentina', 'mampuka', 'cohraieooktf']",gol dari ikone dan nico gonzalez ke gawang hellas verona akhiri delapan laga tanpa kemenangan fiorentina mampuka cohraieooktf
112,"Sedang menjadi sorotan, Kylian Mbappe mendapatkan pujian dari Lionel Messi. Menurut rekan setimnya di PSG itu, Mbap… https://t.co/OTQld5LOKz",sedang menjadi sorotan kylian mbappe mendapatkan pujian dari lionel messi menurut rekan setimnya di psg itu mbap cootqldlokz,"['sedang', 'menjadi', 'sorotan', 'kylian', 'mbappe', 'mendapatkan', 'pujian', 'dari', 'lionel', 'messi', 'menurut', 'rekan', 'setimnya', 'di', 'psg', 'itu', 'mbap', 'cootqldlokz']","['sedang', 'menjadi', 'sorotan', 'kylian', 'mbappe', 'mendapatkan', 'pujian', 'dari', 'lionel', 'messi', 'menurut', 'rekan', 'setimnya', 'di', 'psg', 'itu', 'mbap', 'cootqldlokz']",sedang menjadi sorotan kylian mbappe mendapatkan pujian dari lionel messi menurut rekan setimnya di psg itu mbap cootqldlokz
113,"Awali musim dengan kurang baik, Valencia mampu libas Celta Vigo 3-0 dalam laga terakhir di LaLiga 🦇 Akankah pasukan… https://t.co/gIsJOi74VE",awali musim dengan kurang baik valencia mampu libas celta vigo     dalam laga terakhir di laliga akankah pasukan cogisjoive,"['awali', 'musim', 'dengan', 'kurang', 'baik', 'valencia', 'mampu', 'libas', 'celta', 'vigo', 'dalam', 'laga', 'terakhir', 'di', 'laliga', 'akankah', 'pasukan', 'cogisjoive']","['awali', 'musim', 'dengan', 'kurang', 'baik', 'valencia', 'mampu', 'libas', 'celta', 'vigo', 'dalam', 'laga', 'terakhir', 'di', 'laliga', 'akankah', 'pasukan', 'cogisjoive']",awali musim dengan kurang baik valencia mampu libas celta vigo dalam laga terakhir di laliga akankah pasukan cogisjoive
114,"Kabar buruk bagi Barcelona!

Dua pemain asal Belanda mereka, Memphis Depay dan Frenkie de Jong, menderita cedera ha… https://t.co/coEiUHNXCP",kabar buruk bagi barcelona dua pemain asal belanda mereka memphis depay dan frenkie de jong menderita cedera ha cocoeiuhn,"['kabar', 'buruk', 'bagi', 'barcelona', 'dua', 'pemain', 'asal', 'belanda', 'mereka', 'memphis', 'depay', 'dan', 'frenkie', 'de', 'jong', 'menderita', 'cedera', 'ha', 'cocoeiuhn']","['kabar', 'buruk', 'bagi', 'barcelona', 'dua', 'pemain', 'asal', 'belanda', 'mereka', 'memphis', 'depay', 'dan', 'frenkie', 'de', 'jong', 'menderita', 'cedera', 'ha', 'cocoeiuhn']",kabar buruk bagi barcelona dua pemain asal belanda mereka memphis depay dan frenkie de jong menderita cedera ha cocoeiuhn
115,"Yang kangen dengan aksi-aksi bola di liga, yuk kita nonton SELURUH GOL di Ligue 1 pada Pekan 8 lalu!

Gol siapa yan… https://t.co/K5nQnGTPPg",yang kangen dengan aksi aksi bola di liga yuk kita nonton seluruh gol di ligue   pada pekan   lalu gol siapa yan coknqngtppg,"['yang', 'kangen', 'dengan', 'aksi', 'aksi', 'bola', 'di', 'liga', 'yuk', 'kita', 'nonton', 'seluruh', 'gol', 'di', 'ligue', 'pada', 'pekan', 'lalu', 'gol', 'siapa', 'yan', 'coknqngtppg']","['yang', 'kangen', 'dengan', 'aksi', 'aksi', 'bola', 'di', 'liga', 'yuk', 'kita', 'nonton', 'seluruh', 'gol', 'di', 'ligue', 'pada', 'pekan', 'lalu', 'gol', 'siapa', 'yan', 'coknqngtppg']",yang kangen dengan aksi aksi bola di liga yuk kita nonton seluruh gol di ligue pada pekan lalu gol siapa yan coknqngtppg
116,"Paolo Maldini mengatakan bahwa Rafael Leao senang di AC Milan, tetapi ada satu hal yang membuat klub berpikir dua k… https://t.co/Cd4p5Ekeij",paolo maldini mengatakan bahwa rafael leao senang di ac milan tetapi ada satu hal yang membuat klub berpikir dua cocdpekeij,"['paolo', 'maldini', 'mengatakan', 'bahwa', 'rafael', 'leao', 'senang', 'di', 'ac', 'milan', 'tetapi', 'ada', 'satu', 'hal', 'yang', 'membuat', 'klub', 'berpikir', 'dua', 'cocdpekeij']","['paolo', 'maldini', 'mengatakan', 'bahwa', 'rafael', 'leao', 'senang', 'di', 'ac', 'milan', 'tetapi', 'ada', 'satu', 'hal', 'yang', 'membuat', 'klub', 'berpikir', 'dua', 'cocdpekeij']",paolo maldini mengatakan bahwa rafael leao senang di ac milan tetapi ada satu hal yang membuat klub berpikir dua cocdpekeij
117,"Kejutan di Ligue 1: Lorient! 🦈 Kalahkan Auxerre 3-1, kini Les Merlus menang 4 kali berturut-turut dan duduki pering… https://t.co/1MlGhRZdrT",kejutan di ligue   lorient kalahkan au     kini les merlus menang   kali berturut turut dan duduki pering comlghrzdrt,"['kejutan', 'di', 'ligue', 'lorient', 'kalahkan', 'au', 'kini', 'les', 'merlus', 'menang', 'kali', 'berturut', 'turut', 'dan', 'duduki', 'pering', 'comlghrzdrt']","['kejutan', 'di', 'ligue', 'lorient', 'kalahkan', 'au', 'kini', 'les', 'merlus', 'menang', 'kali', 'berturut', 'turut', 'dan', 'duduki', 'pering', 'comlghrzdrt']",kejutan di ligue lorient kalahkan au kini les merlus menang kali berturut turut dan duduki pering comlghrzdrt
118,"Kejutan! Auger-Aliassime secara mengejutkan berhasil tumbangkan Novak Djokovic dua set langsung 6-3, 7-6 untuk seka… https://t.co/lDQqdAmRgv",kejutan auger aliassime secara mengejutkan berhasil tumbangkan novak djokovic dua set langsung         untuk seka coldqqdamrgv,"['kejutan', 'auger', 'aliassime', 'secara', 'mengejutkan', 'berhasil', 'tumbangkan', 'novak', 'djokovic', 'dua', 'set', 'langsung', 'untuk', 'seka', 'coldqqdamrgv']","['kejutan', 'auger', 'aliassime', 'secara', 'mengejutkan', 'berhasil', 'tumbangkan', 'novak', 'djokovic', 'dua', 'set', 'langsung', 'untuk', 'seka', 'coldqqdamrgv']",kejutan auger aliassime secara mengejutkan berhasil tumbangkan novak djokovic dua set langsung untuk seka coldqqdamrgv
119,"Tiga kali ikut Mourinho ke tiga klub berbeda, Matic kini ungkapkan opininya akan sang pelatih kesayangan tersebut!… https://t.co/nQVDVOMiXJ",tiga kali ikut mourinho ke tiga klub berbeda matic kini ungkapkan opininya akan sang pelatih kesayangan tersebut conqvdvomi,"['tiga', 'kali', 'ikut', 'mourinho', 'ke', 'tiga', 'klub', 'berbeda', 'matic', 'kini', 'ungkapkan', 'opininya', 'akan', 'sang', 'pelatih', 'kesayangan', 'tersebut', 'conqvdvomi']","['tiga', 'kali', 'ikut', 'mourinho', 'ke', 'tiga', 'klub', 'berbeda', 'matic', 'kini', 'ungkapkan', 'opininya', 'akan', 'sang', 'pelatih', 'kesayangan', 'tersebut', 'conqvdvomi']",tiga kali ikut mourinho ke tiga klub berbeda matic kini ungkapkan opininya akan sang pelatih kesayangan tersebut conqvdvomi
120,"Setelah pertarungan di Laver Cup 2022 berakhir, Roger Federer dipersilahkan maju dan memberikan pidato terakhir seb… https://t.co/zrtj6T5Vhm",setelah pertarungan di laver cup   berakhir roger federer dipersilahkan maju dan memberikan pidato terakhir seb cozrtjtvhm,"['setelah', 'pertarungan', 'di', 'laver', 'cup', 'berakhir', 'roger', 'federer', 'dipersilahkan', 'maju', 'dan', 'memberikan', 'pidato', 'terakhir', 'seb', 'cozrtjtvhm']","['setelah', 'pertarungan', 'di', 'laver', 'cup', 'berakhir', 'roger', 'federer', 'dipersilahkan', 'maju', 'dan', 'memberikan', 'pidato', 'terakhir', 'seb', 'cozrtjtvhm']",setelah pertarungan di laver cup berakhir roger federer dipersilahkan maju dan memberikan pidato terakhir seb cozrtjtvhm
121,Frances Tiafoe jadi penentu kemenangan Team World sekaligus akhirnya pastikan gelar Laver Cup untuk pertama kalinya… https://t.co/qCUObOzdoB,frances tiafoe jadi penentu kemenangan team world sekaligus akhirnya pastikan gelar laver cup untuk pertama kalinya coqcuobozdob,"['frances', 'tiafoe', 'jadi', 'penentu', 'kemenangan', 'team', 'world', 'sekaligus', 'akhirnya', 'pastikan', 'gelar', 'laver', 'cup', 'untuk', 'pertama', 'kalinya', 'coqcuobozdob']","['frances', 'tiafoe', 'jadi', 'penentu', 'kemenangan', 'team', 'world', 'sekaligus', 'akhirnya', 'pastikan', 'gelar', 'laver', 'cup', 'untuk', 'pertama', 'kalinya', 'coqcuobozdob']",frances tiafoe jadi penentu kemenangan team world sekaligus akhirnya pastikan gelar laver cup untuk pertama kalinya coqcuobozdob
122,"Frank Lebouef kadang-kadang kalo ngomong. Gimana nih sobat beIN SPORTS, setuju nggak kalo level bertahan TAA seleve… https://t.co/P7d4Jg7DwA",frank lebouef kadang kadang kalo ngomong gimana nih sobat bein spo setuju nggak kalo level bertahan taa seleve copdjgdwa,"['frank', 'lebouef', 'kadang', 'kadang', 'kalo', 'ngomong', 'gimana', 'nih', 'sobat', 'bein', 'spo', 'setuju', 'nggak', 'kalo', 'level', 'bertahan', 'taa', 'seleve', 'copdjgdwa']","['frank', 'lebouef', 'kadang', 'kadang', 'kalo', 'ngomong', 'gimana', 'nih', 'sobat', 'bein', 'spo', 'setuju', 'nggak', 'kalo', 'level', 'bertahan', 'taa', 'seleve', 'copdjgdwa']",frank lebouef kadang kadang kalo ngomong gimana nih sobat bein spo setuju nggak kalo level bertahan taa seleve copdjgdwa
123,"Setelah tiga hari yang berjalan sengit, Tim Dunia berhasil memberikan kejutan dengan menjadi juara setelah menumban… https://t.co/hCd7hi9nNB",setelah tiga hari yang berjalan sengit tim dunia berhasil memberikan kejutan dengan menjadi juara setelah menumban cohcdhinnb,"['setelah', 'tiga', 'hari', 'yang', 'berjalan', 'sengit', 'tim', 'dunia', 'berhasil', 'memberikan', 'kejutan', 'dengan', 'menjadi', 'juara', 'setelah', 'menumban', 'cohcdhinnb']","['setelah', 'tiga', 'hari', 'yang', 'berjalan', 'sengit', 'tim', 'dunia', 'berhasil', 'memberikan', 'kejutan', 'dengan', 'menjadi', 'juara', 'setelah', 'menumban', 'cohcdhinnb']",setelah tiga hari yang berjalan sengit tim dunia berhasil memberikan kejutan dengan menjadi juara setelah menumban cohcdhinnb
124,"Vanja Milinkovic-Savic, Lorenzo Montipo, Handanovic, Vicario dan Alex Meret. Berikut 5 deretan penyelamatan terbaik… https://t.co/P9Cav7CJgg",vanja milinkovic savic lorenzo montipo handanovic vicario dan alex meret berikut   deretan penyelamatan terbaik copcavcjgg,"['vanja', 'milinkovic', 'savic', 'lorenzo', 'montipo', 'handanovic', 'vicario', 'dan', 'alex', 'meret', 'berikut', 'deretan', 'penyelamatan', 'terbaik', 'copcavcjgg']","['vanja', 'milinkovic', 'savic', 'lorenzo', 'montipo', 'handanovic', 'vicario', 'dan', 'alex', 'meret', 'berikut', 'deretan', 'penyelamatan', 'terbaik', 'copcavcjgg']",vanja milinkovic savic lorenzo montipo handanovic vicario dan alex meret berikut deretan penyelamatan terbaik copcavcjgg
125,Ronald Koeman mengenang momen awal dirinya melihat Pedri di sesi latihan. Bahkan Koeman turut andil dalam memberita… https://t.co/s3svqOuGPz,ronald koeman mengenang momen awal dirinya melihat pedri di sesi latihan bahkan koeman turut andil dalam memberita cossvqougpz,"['ronald', 'koeman', 'mengenang', 'momen', 'awal', 'dirinya', 'melihat', 'pedri', 'di', 'sesi', 'latihan', 'bahkan', 'koeman', 'turut', 'andil', 'dalam', 'memberita', 'cossvqougpz']","['ronald', 'koeman', 'mengenang', 'momen', 'awal', 'dirinya', 'melihat', 'pedri', 'di', 'sesi', 'latihan', 'bahkan', 'koeman', 'turut', 'andil', 'dalam', 'memberita', 'cossvqougpz']",ronald koeman mengenang momen awal dirinya melihat pedri di sesi latihan bahkan koeman turut andil dalam memberita cossvqougpz
126,"Pelatih timnas Hungaria, Marco Rossi, menyorot belanja Juventus yang beli pemain-pemain cedera. Namun, menurutnya,… https://t.co/Lgz4bJukmC",pelatih timnas hungaria marco rossi menyorot belanja juventus yang beli pemain pemain cedera namun menurutnya colgzbjukmc,"['pelatih', 'timnas', 'hungaria', 'marco', 'rossi', 'menyorot', 'belanja', 'juventus', 'yang', 'beli', 'pemain', 'pemain', 'cedera', 'namun', 'menurutnya', 'colgzbjukmc']","['pelatih', 'timnas', 'hungaria', 'marco', 'rossi', 'menyorot', 'belanja', 'juventus', 'yang', 'beli', 'pemain', 'pemain', 'cedera', 'namun', 'menurutnya', 'colgzbjukmc']",pelatih timnas hungaria marco rossi menyorot belanja juventus yang beli pemain pemain cedera namun menurutnya colgzbjukmc
127,"LA Galaxy menang tipis atas San Jose Earthquakes dalam Cali Clasico 🔥 Javier Hernandez sumbang dua gol bagi Galaxy,… https://t.co/fdTDg0Oepx",la gala menang tipis atas san jose earthquakes dalam cali clasico javier hernandez sumbang dua gol bagi gala cofdtdgoepx,"['la', 'gala', 'menang', 'tipis', 'atas', 'san', 'jose', 'earthquakes', 'dalam', 'cali', 'clasico', 'javier', 'hernandez', 'sumbang', 'dua', 'gol', 'bagi', 'gala', 'cofdtdgoepx']","['la', 'gala', 'menang', 'tipis', 'atas', 'san', 'jose', 'earthquakes', 'dalam', 'cali', 'clasico', 'javier', 'hernandez', 'sumbang', 'dua', 'gol', 'bagi', 'gala', 'cofdtdgoepx']",la gala menang tipis atas san jose earthquakes dalam cali clasico javier hernandez sumbang dua gol bagi gala cofdtdgoepx
128,"TEAM WORLD JUARA LAVER CUP 2022 🏆🌎

Untuk pertama kalinya dalam lima edisi Laver Cup, Team World berhasil kalahkan… https://t.co/JFSxGxcKwc",team world juara laver cup   untuk pertama kalinya dalam lima edisi laver cup team world berhasil kalahkan cojfs,"['team', 'world', 'juara', 'laver', 'cup', 'untuk', 'pertama', 'kalinya', 'dalam', 'lima', 'edisi', 'laver', 'cup', 'team', 'world', 'berhasil', 'kalahkan', 'cojfs']","['team', 'world', 'juara', 'laver', 'cup', 'untuk', 'pertama', 'kalinya', 'dalam', 'lima', 'edisi', 'laver', 'cup', 'team', 'world', 'berhasil', 'kalahkan', 'cojfs']",team world juara laver cup untuk pertama kalinya dalam lima edisi laver cup team world berhasil kalahkan cojfs
129,Sundulan garang Giovanni Simeone 💥 Free kick apik Nicolo Barella 🎯 hingga tendangan Tsubasa dari Abdelhamid Sabiri… https://t.co/NJkXsVM9zY,sundulan garang giovanni simeone free kick apik nicolo barella hingga tendangan tsubasa dari abdelhamid sabiri conjk,"['sundulan', 'garang', 'giovanni', 'simeone', 'free', 'kick', 'apik', 'nicolo', 'barella', 'hingga', 'tendangan', 'tsubasa', 'dari', 'abdelhamid', 'sabiri', 'conjk']","['sundulan', 'garang', 'giovanni', 'simeone', 'free', 'kick', 'apik', 'nicolo', 'barella', 'hingga', 'tendangan', 'tsubasa', 'dari', 'abdelhamid', 'sabiri', 'conjk']",sundulan garang giovanni simeone free kick apik nicolo barella hingga tendangan tsubasa dari abdelhamid sabiri conjk
130,"Petenis 26 tahun Matteo Berrettini berhasil tampil gemilang setelah menumbangkan wakil Kanada, Felix Auger-Aliassim… https://t.co/V2bXyfX2Rk",petenis   tahun matteo berrettini berhasil tampil gemilang setelah menumbangkan wakil kanada felix auger aliassim covb,"['petenis', 'tahun', 'matteo', 'berrettini', 'berhasil', 'tampil', 'gemilang', 'setelah', 'menumbangkan', 'wakil', 'kanada', 'felix', 'auger', 'aliassim', 'covb']","['petenis', 'tahun', 'matteo', 'berrettini', 'berhasil', 'tampil', 'gemilang', 'setelah', 'menumbangkan', 'wakil', 'kanada', 'felix', 'auger', 'aliassim', 'covb']",petenis tahun matteo berrettini berhasil tampil gemilang setelah menumbangkan wakil kanada felix auger aliassim covb
131,"Perlahan namun pasti, Lionel Messi mulai bangkit atasi masa sulit untuk kembali ke performa terbaiknya. Akankah Lio… https://t.co/LfumMdCFMv",perlahan namun pasti lionel messi mulai bangkit atasi masa sulit untuk kembali ke performa terbaiknya akankah lio colfummdcfmv,"['perlahan', 'namun', 'pasti', 'lionel', 'messi', 'mulai', 'bangkit', 'atasi', 'masa', 'sulit', 'untuk', 'kembali', 'ke', 'performa', 'terbaiknya', 'akankah', 'lio', 'colfummdcfmv']","['perlahan', 'namun', 'pasti', 'lionel', 'messi', 'mulai', 'bangkit', 'atasi', 'masa', 'sulit', 'untuk', 'kembali', 'ke', 'performa', 'terbaiknya', 'akankah', 'lio', 'colfummdcfmv']",perlahan namun pasti lionel messi mulai bangkit atasi masa sulit untuk kembali ke performa terbaiknya akankah lio colfummdcfmv
132,"Petenis Amerika, Taylor Fritz, sukses raih kemenangan tipis atas wakil Inggris, Cameron Norrie dalam duel sengit ya… https://t.co/mPbGe9olfV",petenis amerika taylor fritz sukses raih kemenangan tipis atas wakil inggris cameron norrie dalam duel sengit ya compbgeolfv,"['petenis', 'amerika', 'taylor', 'fritz', 'sukses', 'raih', 'kemenangan', 'tipis', 'atas', 'wakil', 'inggris', 'cameron', 'norrie', 'dalam', 'duel', 'sengit', 'ya', 'compbgeolfv']","['petenis', 'amerika', 'taylor', 'fritz', 'sukses', 'raih', 'kemenangan', 'tipis', 'atas', 'wakil', 'inggris', 'cameron', 'norrie', 'dalam', 'duel', 'sengit', 'ya', 'compbgeolfv']",petenis amerika taylor fritz sukses raih kemenangan tipis atas wakil inggris cameron norrie dalam duel sengit ya compbgeolfv
133,"Setelah kemenangan pertama sejak memenangi Wimbledon pada bulan Juli silam, Novak Djokovic ternyata masih tampil ga… https://t.co/oMDBzayoCc",setelah kemenangan pertama sejak memenangi wimbledon pada bulan juli silam novak djokovic ternyata masih tampil ga coomdbzayocc,"['setelah', 'kemenangan', 'pertama', 'sejak', 'memenangi', 'wimbledon', 'pada', 'bulan', 'juli', 'silam', 'novak', 'djokovic', 'ternyata', 'masih', 'tampil', 'ga', 'coomdbzayocc']","['setelah', 'kemenangan', 'pertama', 'sejak', 'memenangi', 'wimbledon', 'pada', 'bulan', 'juli', 'silam', 'novak', 'djokovic', 'ternyata', 'masih', 'tampil', 'ga', 'coomdbzayocc']",setelah kemenangan pertama sejak memenangi wimbledon pada bulan juli silam novak djokovic ternyata masih tampil ga coomdbzayocc
134,Kombo Djoko-Berrettini 🔥 Kombinasi Matteo Berrettini &amp; Novak Djokovic dapatkan perlawanan sulit dari Alex de Minaur… https://t.co/2D2gV37W8M,kombo djoko berrettini kombinasi matteo berrettini amp novak djokovic dapatkan perlawanan sulit dari alex de minaur codgvwm,"['kombo', 'djoko', 'berrettini', 'kombinasi', 'matteo', 'berrettini', 'amp', 'novak', 'djokovic', 'dapatkan', 'perlawanan', 'sulit', 'dari', 'alex', 'de', 'minaur', 'codgvwm']","['kombo', 'djoko', 'berrettini', 'kombinasi', 'matteo', 'berrettini', 'amp', 'novak', 'djokovic', 'dapatkan', 'perlawanan', 'sulit', 'dari', 'alex', 'de', 'minaur', 'codgvwm']",kombo djoko berrettini kombinasi matteo berrettini amp novak djokovic dapatkan perlawanan sulit dari alex de minaur codgvwm
135,"Ketika GOAT menyanjung GOAT 🐐 Usai kalahkan Frances Tiafoe pada tunggal putra Laver Cup 2022, Novak Djokovic kembal… https://t.co/90HfaXFTTt",ketika goat menyanjung goat usai kalahkan frances tiafoe pada tunggal putra laver cup   novak djokovic kembal cohfa,"['ketika', 'goat', 'menyanjung', 'goat', 'usai', 'kalahkan', 'frances', 'tiafoe', 'pada', 'tunggal', 'putra', 'laver', 'cup', 'novak', 'djokovic', 'kembal', 'cohfa']","['ketika', 'goat', 'menyanjung', 'goat', 'usai', 'kalahkan', 'frances', 'tiafoe', 'pada', 'tunggal', 'putra', 'laver', 'cup', 'novak', 'djokovic', 'kembal', 'cohfa']",ketika goat menyanjung goat usai kalahkan frances tiafoe pada tunggal putra laver cup novak djokovic kembal cohfa
136,"Kalah, menang, kalah, menang, kalah, menang 💥 Performa naik-turun Lille terakhir masuki fase kemenangan dengan kala… https://t.co/HXQ2PxgLqB",kalah menang kalah menang kalah menang performa naik turun lille terakhir masuki fase kemenangan dengan kala co,"['kalah', 'menang', 'kalah', 'menang', 'kalah', 'menang', 'performa', 'naik', 'turun', 'lille', 'terakhir', 'masuki', 'fase', 'kemenangan', 'dengan', 'kala', 'co']","['kalah', 'menang', 'kalah', 'menang', 'kalah', 'menang', 'performa', 'naik', 'turun', 'lille', 'terakhir', 'masuki', 'fase', 'kemenangan', 'dengan', 'kala', 'co']",kalah menang kalah menang kalah menang performa naik turun lille terakhir masuki fase kemenangan dengan kala co
